id,author,year,title,journal,vol,pg,url,pdf,created_at,updated_at,doi,user_id
792,Fernandez,2002,"Lack of down regulation of photosynthesis ina tropical root crop, cassava, grown under an elevated CO2 concentration",Functional Plant Biology,29,805–814,http://www.publish.csiro.au/paper/PP01165.htm,"",2015-03-12 23:06:36.79768,2015-05-07 01:20:53.802525,10.1071/PP01165 ,189
835,El-Sharkawy,1990,Photosynthesis of Cassava (Manihot esculenta),Experimental Agriculture,26,325–340,http://journals.cambridge.org/action/displayAbstract?aid=1617008,http://journals.cambridge.org/download.php?file=%2FEAG%2FEAG26_03%2FS0014479700018494a.pdf&code=b54a6f9dc8712e57b5d589f01343f27c,2015-04-02 18:21:59.100911,2015-04-02 18:45:03.302434,10.1017/S0014479700018494,190
786,Cruz,2004,Effects of nitrate nutrition on nitrogen metabolism in cassava,Biologia Plantarum,48,67–72,http://link.springer.com/article/10.1023/B%3ABIOP.0000024277.51293.02,"",2015-03-12 22:48:47.301274,2015-03-31 23:27:46.690986,10.1023/B:BIOP.0000024277.51293.02,189
783,Rosenthal,2012,Cassava about-FACE: Greater than expected yield stimulation of cassava (Manihot esculenta) by future CO2 levels,Global Change Biology,18,2661–2675,http://dx.doi.org/10.1111/j.1365-2486.2012.02726.x,https://ecofizz.files.wordpress.com/2014/01/cassava-about-face-greater-than-expected-yield-stimulation-of-cassava-by-future-co2-levels.pdf,2015-03-12 16:48:44.778385,2015-03-13 15:15:30.305549,10.1111/j.1365-2486.2012.02726.x,2
816,Akparobi,2002,Effect of low temperatures on dry matter partitioning and yield of cassava clones,Tropical Science,42,22–29,"","",2015-03-13 15:41:41.730637,2015-03-13 15:41:41.730637,"",189
814,Vandegeer,2013,Drought adversely affects tuber development and nutritional quality of the staple crop cassava,Functional Plant Biology,40,195–200,http://www.publish.csiro.au/paper/FP12179.htm,"",2015-03-13 15:36:18.941373,2015-03-13 15:36:18.941373,10.1071/FP12179,189
810,Seena Radhakrishnan,2013,"Organic vs conventional management in cassava: growth dynamics, yield ans soil propertie",Journal of Root Crops,39,93–99,http://orgprints.org/27888/,"",2015-03-13 15:21:30.398132,2015-03-13 15:21:30.398132,"",189
811,Suja,2010,"Short-duration cassava genotypes for crop diversification in the humid tropics: growth dynamics, biomass, yield and quality",Journal of the Science of Food and Agriculture,90,188–198,http://onlinelibrary.wiley.com/doi/10.1002/jsfa.3781/abstract,"",2015-03-13 15:28:41.55479,2015-03-13 15:28:41.55479,10.1002/jsfa.3781,189
812,Tavora,1982,Comportamento de cultivares de mandioca com diferentes caracteristicas foliares,Pesquisa Agropecuária Brasileira,17,417–431,http://seer.sct.embrapa.br/index.php/pab/article/view/15688,"",2015-03-13 15:32:19.075281,2015-03-13 15:32:19.075281,"",189
813,Tsay,1988,Effects of Relative Sowing time of soybean on growth and yield of cassava in cassava/soybean intercropping,Field Crops Research,19,227–239,http://www.sciencedirect.com/science/article/pii/0378429088900457,"",2015-03-13 15:34:33.480306,2015-03-13 15:34:33.480306,10.1016/0378-4290(88)90045-7,189
817,El-Sharkawy,2002,Response of cassava to prolonged water stress imposed at different stages of growth,Experimental Agriculture,38,333–350,http://journals.cambridge.org/action/displayAbstract?aid=108991,"",2015-03-13 19:26:20.697214,2015-03-13 19:26:20.697214,10.1017/S001447970200306X ,189
255,Gallagher,2010,"Aboveground and belowground biomass, carbon, and nitrogen content of two strains of switchgrass in Northwest Pennsylvania",Allgheny College Center for Environmental and Economic Development,,"","",http://ceed.allegheny.edu/publications/2010-1_Switchgrass_2010.pdf,2010-10-06 16:20:30,2010-10-08 14:53:34,"",
815,Ziska,1993,Influence of ultraviolet-B radiation on photosynthetic and growth characteristics in field-grown cassava,"Plant, Cell and Environment",16,73–79,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3040.1993.tb00846.x/abstract,"",2015-03-13 15:38:25.628369,2015-03-13 15:38:25.628369,10.1111/j.1365-3040.1993.tb00846.x,189
820,El-Sharkawy,1990,"Relationships between biomass, root-yield and single-leaf photosynthesis in field-grown cassava",Field Crops Research,25,183–201,http://www.sciencedirect.com/science/article/pii/037842909090002S,http://ac.els-cdn.com/037842909090002S/1-s2.0-037842909090002S-main.pdf?_tid=9b78dc4a-d720-11e4-b0a2-00000aacb361&acdnat=1427749757_2dfe2aa1eb6ae3e255890c244090fb1a,2015-03-30 21:05:56.640995,2015-03-30 21:05:56.640995,10.1016/0378-4290(90)90002-S,190
821,El-Sharkawy,1984,Photosynthetic responses of cassava cultivars (Manihot esculenta Crantz) from different habitats to temperature,Photosynthesis Research,5,243–250,http://link.springer.com/article/10.1007%2FBF00030025,http://download.springer.com/static/pdf/88/art%253A10.1007%252FBF00030025.pdf?auth66=1427751543_cc8a32a76b977d271f9adad957463615&ext=.pdf,2015-03-30 21:19:05.185145,2015-03-30 21:19:05.185145,10.1007/BF00030025,190
315,Athey,1989,The relationship between foliar nitrogen content and feeding by Odontota dorsafis Thun. on Robinia pseudoacacia L.,Oecologia,79,390–394,"",http://userwww.sfsu.edu/efc/publications/Athey&Connor-1989.pdf,2011-01-31 16:37:21,2013-11-22 21:59:42,10.1007/BF00384319,
822,El-Sharkawy,2007,Genotypic and within canopy variation in leaf carbon isotope discrimination and its relation to short-term leaf gas exchange characteristics in cassava grown under rain-fed conditions in the tropics,Photosynthetica,45,515–526,http://link.springer.com/article/10.1007%2Fs11099-007-0089-y,http://download.springer.com/static/pdf/124/art%253A10.1007%252Fs11099-007-0089-y.pdf?auth66=1427751675_1bd82625572b33bcd002165d57d0e5c8&ext=.pdf,2015-03-30 21:20:53.586177,2015-03-30 21:20:53.586177,10.1007/s11099-007-0089-y,190
823,De Tafur,1998,Response of cassava (Manihot esculenta Crantz) to water stress and fertilization,Photosynthetica,34,233–239,http://link.springer.com/article/10.1023%2FA%3A1006892607834,http://download.springer.com/static/pdf/919/art%253A10.1023%252FA%253A1006892607834.pdf?auth66=1427751772_8f20d14d0b1e3886af20ff80fddc67c0&ext=.pdf,2015-03-30 21:22:49.387701,2015-03-30 21:22:49.387701,10.1023/A:1006892607834,190
824,Palta,1982,Gas Exchange of Four Cassava Cultivars in Relation to Light Intensity,Experimental Agriculture,18,375–382,http://journals.cambridge.org/action/displayAbstract?fromPage=online&aid=1407516&fileId=S001447970000079X,http://journals.cambridge.org/download.php?file=%2FEAG%2FEAG18_04%2FS001447970000079Xa.pdf&code=f805a224983336a48eb4aa14d4bda045,2015-03-30 21:23:45.203278,2015-03-30 21:24:56.579727,10.1017/S001447970000079X,190
825,Edwards,1990,"Photosynthetic Characteristics of Cassava (Manihot esculenta Crantz), a C3 Species with Chlorenchymatous Bundle Sheath Cells",Plant and Cell Physiology,31,1199–1206,http://pcp.oxfordjournals.org/content/31/8/1199.abstract,http://pcp.oxfordjournals.org/content/31/8/1199.full.pdf+html,2015-03-30 21:28:37.570553,2015-03-30 21:28:37.570553,"",190
243,Walters,1993,"Relative growth rate in relation to physiological and morphological traits for northern hardwood tree seedlings: species, light environment and ontogenetic considerations.",Oecologia,96,219–231,http://www.springerlink.com/content/j4857r75231334v1/,http://www.springerlink.com/content/j4857r75231334v1/fulltext.pdf,2010-10-01 18:44:59,2010-10-01 18:44:59,10.1007/BF00317735,
244,Burton,1996,Latitudinal variation in sugar maple fine root respiration.,Canadian Journal of Forest Research,26,1761–1768,http://rparticle.web-p.cisti.nrc.ca/rparticle/AbstractTemplateServlet?calyLang=eng&journal=cjfr&volume=26&year=1996&issue=10&msno=x26-200,http://article.pubs.nrc-cnrc.gc.ca/RPAS/rpv?hm=HInit&journal=cjfr&volume=26&calyLang=eng&afpf=x26-200.pdf,2010-10-01 19:26:16,2010-10-01 19:26:16,10.1139/x26-200,
423,Kull,1998,Seasonal changes in leaf nitrogen pools in two Salix species,Tree Physiology,18,45–51,http://www.ncbi.nlm.nih.gov/pubmed/12651298,"",2011-07-08 20:33:10,2011-07-08 20:33:10,"",32
826,El-Sharkawy,1984,Influence of differences in leaf anatomy on net photosynthetic rates of some cultivars of Cassava,Photosynthesis Research,5,235–242,http://link.springer.com/article/10.1007%2FBF00030024,http://download.springer.com/static/pdf/89/art%253A10.1007%252FBF00030024.pdf?auth66=1427752779_f972ae6e4884247a10e013525957e21b&ext=.pdf,2015-03-30 21:39:16.997407,2015-03-30 21:39:16.997407,10.1007/BF00030024,190
827,Cayón,1998,Leaf gas exchange of cassava as affected by quality of planting material and water stress,Photosynthetica,34,409–418,http://link.springer.com/article/10.1023%2FA%3A1006868219162,http://download.springer.com/static/pdf/535/art%253A10.1023%252FA%253A1006868219162.pdf?auth66=1427752891_27370b33820980686af982e8e424b955&ext=.pdf,2015-03-30 21:41:17.469044,2015-03-30 21:41:17.469044,10.1023/A:1006868219162,190
828,Palta,1983,"Photosynthesis, transpiration, and leaf diffusive conductance of the cassava leaf in response to water stress",Canadian Journal of Botany,61,373–376,http://www.nrcresearchpress.com/doi/abs/10.1139/b83-043#.VRnDwv5AQdU,http://www.nrcresearchpress.com/doi/pdf/10.1139/b83-043,2015-03-30 21:44:14.362542,2015-03-30 21:44:14.362542,10.1139/b83-043,190
830,El-Sharkawy,1992,Potential Photosynthesis of Cassava as Affected by Growth Conditions,Crop Science,32,1336–1342,https://www.crops.org/publications/cs/abstracts/32/6/CS0320061336,https://dl.sciencesocieties.org/publications/cs/pdfs/32/6/CS0320061336,2015-03-30 21:54:33.494926,2015-03-30 21:54:33.494926,10.2135/cropsci1992.0011183X003200060006x,190
829,Bhagsari,1988,Phosynthesis and Stomatal Conductance of selected Root Crops as Related to Leaf Age,Crop Science,28,902–906,https://www.crops.org/publications/cs/abstracts/28/6/CS0280060902?search-result=1,https://dl.sciencesocieties.org/publications/cs/pdfs/28/6/CS0280060902,2015-03-30 21:51:51.58039,2015-03-30 21:55:38.50296,10.2135/cropsci1988.0011183X002800060005x,190
831,Aslam,1977,Effect of leaf age on photosynthesis and transpiration of cassava (Manihot esculenta),Canadian Journal of Botany,55,2288–2295,http://www.nrcresearchpress.com/doi/abs/10.1139/b77-260#.VRnGuP5AQdU,http://www.nrcresearchpress.com/doi/pdf/10.1139/b77-260,2015-03-30 21:56:00.373762,2015-03-30 21:57:00.144027,10.1139/b77-260,190
832,Bhagsari,1994,"GROWTH, GAS EXCHANGE, AND HARVEST INDEX OF FIELD-GROWN CASSAVA IN A SUBTROPICAL SHORT-SEASON ENVIRONMENT",African Crop Science Journal,2,161–168,http://www.ajol.info/index.php/acsj/article/view/54700,http://www.ajol.info/index.php/acsj/article/download/54700/43203,2015-03-30 22:00:47.457389,2015-03-30 22:00:47.457389,10.4314/acsj.v2i2.54700,190
276,LeBauer,2010,Expert Prior,"",,"","","",2010-10-15 18:04:47,2010-10-15 18:04:47,"",
277,Feng,2010,expert prior,"",,"","","",2010-10-15 18:14:19,2010-10-15 18:14:19,"",
265,McCreary,1987,Root respiration has limited value for assessing Douglas-fir seedling quality.,Canadian Journal of Forest Research,17,1144–1147,http://rparticle.web-p.cisti.nrc.ca/rparticle/AbstractTemplateServlet?calyLang=eng&journal=cjfr&volume=17&year=1987&issue=9&msno=x87-175,http://article.pubs.nrc-cnrc.gc.ca/RPAS/rpv?hm=HInit&journal=cjfr&volume=17&calyLang=eng&afpf=x87-175.pdf,2010-10-07 19:32:17,2010-10-07 19:32:17,10.1139/x87-175,
266,Szaniawski,1974,Root respiration of Tsuga canadensis seedlings as influenced by intensity of net photosynthesis and dark respiration of shoots.,American Midland Naturalist,91,464–468,http://www.jstor.org/stable/2424341,http://www.jstor.org/stable/pdfplus/2424341.pdf?acceptTC=true,2010-10-07 19:56:49,2010-10-07 19:56:49,10.2307/2424341,
809,San Jose,1982,Quantitative growth relationships of cassava (Manihot esculenta Crantz): Crop Development in a Savanna Wet Season,Annals of Botany,50,309–316,http://aob.oxfordjournals.org/content/50/3/309,"",2015-03-13 15:18:48.212768,2015-03-13 15:18:48.212768,"",189
329,Gilbert,2003,"Effects of Prescribed Fire on Physiology and Growth of Acer rubrum and Quercus spp. Seedlings in an Oak-Pine Forest on the Cumberland Plateau, KY",Journal of the Torrey Botanical Society,130,253–264,http://www.jstor.org/stable/3557544,"",2011-02-25 16:17:27,2015-06-06 02:16:32.902784,10.2307/3557544,
410,Jose,1996,Aboveground production efficiency and canopy nutrient contents of mixed-hardwood forest communities along a moisture gradient in the central United States,Canadian Journal of Forest Research,26,2214–2223,http://dx.doi.org/10.1139/x26-250,http://www.nrcresearchpress.com/doi/pdfplus/10.1139/x26-250,2011-07-05 14:43:59,2015-06-06 02:19:04.792949,10.1139/x26-250,33
295,Chapin,2002,Principles of Terrestrial Ecosystem Ecology,"",,"",http://books.google.com/books?id=OOH1H779-7EC&printsec=frontcover&dq=Principles+of+Terrestrial+Ecosystem+Ecology&source=bl&ots=qZVhqC0BXz&sig=xeeFcXvKfals_RdS8VYug9EqVs8&hl=en&ei=bAIBTcbdN4yinwfqo5DlDQ&sa=X&oi=book_result&ct=result&resnum=2&ved=0CDEQ6AEwAQ#v=onepage&q&f=true,"",2010-12-09 16:27:28,2010-12-09 16:27:28,"",
529,Ellsworth,1994,Photosynthesis and canopy nutrition of four sugar maple forests on acid soils in northern Vermont,Canadian Journal of Forest Research,24,2118–2127,http://www.nrcresearchpress.com/doi/abs/10.1139/x94-272,http://worldcatlibraries.org/registry/gateway?url_ver=Z39.88-2004&url_ctx_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Actx&ctx_ver=Z39.88-2004&rfr_id=info%3Asid%2Fmendeley.com%2Fmendeley&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&rft.genre=article&rft.date=,2012-06-05 16:00:35,2015-06-06 02:46:03.558689,10.1139/x94-272,61
837,"Wang, Yu",2015,Expert Priors on Agave,"",,"","","",2015-06-09 16:04:19.798819,2015-06-09 16:04:19.798819,"",2
67,Pellis,2004,Growth and production of a short rotation coppice culture of poplar I. Clonal differences in leaf characteristics in relation to biomass production,Biomass and Bioenergy,27,9–19,http://dx.doi.org/10.1016/j.biombioe.2003.11.001,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6V22-4B53Y4J-1-46&_cdi=5690&_user=571676&_orig=browse&_coverDate=07%2F31%2F2004&_sk=999729998&view=c&wchp=dGLbVtb-zSkzV&md5=1190d5c902d2f4cce81a17b7b2247b6e&ie=/sdarticle.pdf,,2015-06-10 21:44:14.089715,10.1016/j.biombioe.2003.11.001,
133,Vargas,2002,"Estimation of leaf area index, light interception and biomass accumulation of Miscanthus sinensus 'Goliath' from radiation measurements",Biomass and Bioenergy,22,1–14,https://dx.doi.org/10.1016/S0961-9534(01)00058-7,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6V22-44KKYSG-1-8S&_cdi=5690&_user=571676&_orig=search&_coverDate=01%2F31%2F2002&_sk=999779998&view=c&wchp=dGLzVtz-zSkWb&md5=d6230e880bededed2e0c61636c3e3c22&ie=/sdarticle.pdf,,2015-06-10 21:44:14.089715,10.1016/S0961-9534(01)00058-7,
111,Christian,2006,The recovery over several seasons of 15N-labelled fertilizer applied to Miscanthus x giganteus ranging from 1 to 3 years old,Biomass and Bioenergy,30,125–133,http://dx.doi.org/10.1016/j.biombioe.2005.11.002,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6V22-4HV74DP-1-4&_cdi=5690&_user=571676&_orig=search&_coverDate=02%2F28%2F2006&_sk=999699997&view=c&wchp=dGLzVtz-zSkzk&md5=414a369d4987daf080daed0c012fe47e&ie=/sdarticle.pdf,,2015-06-10 21:44:14.089715,"",
116,van der Werf,1993,Potential dry matter production of Miscanthus sinensis in The Netherlands,Industrial Crops and Products,1,203–210,http://dx.doi.org/10.1016/0926-6690(92)90020-V,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6T77-49KK5DM-P-1&_cdi=5051&_user=571676&_orig=search&_coverDate=12%2F31%2F1992&_sk=999989997&view=c&wchp=dGLbVzb-zSkzV&md5=1ba21447ecd16dcd5e8b0cd821b90635&ie=/sdarticle.pdf,,2015-06-10 21:44:14.089715,"",
74,Ferm,1989,Effect of Spacing and Nitrogen Fertilization on the Establishment and Biomass Production of Short Rotation Poplar in Finland,Biomass,18,95–108,http://dx.doi.org/10.1016/0144-4565(89)90087-5,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B75CD-48XK62Y-BN-1&_cdi=13008&_user=571676&_orig=browse&_coverDate=12%2F31%2F1989&_sk=999819997&view=c&wchp=dGLbVzz-zSkzS&md5=f7161632c7c8786e958b0bb0f86d22a9&ie=/sdarticle.pdf,,2015-06-10 21:44:14.089715,10.1016/0144-4565(89)90087-5,
85,Benbrahim,2000,Growth and Yield of Mixed Polyclonal Stands of Populus in Short-Rotation Coppice,Scandinavian Journal of Forest Research,15,1651–1891,http://dx.doi.org/10.1080/02827580050216851,"",,2015-06-10 21:44:14.089715,10.1080/02827580050216851,
141,Keating,1999,Modelling sugarcane production systems I. Development and performance of the sugarcane module,Field Crops Research,61,253–271,https://dx.doi.org/10.1016/S0378-4290(98)00167-1,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6T6M-3W7X9KS-6-N&_cdi=5034&_user=571676&_orig=search&_coverDate=05%2F01%2F1999&_sk=999389996&view=c&wchp=dGLbVtb-zSkzV&md5=4448390cad843f2e82f1de05b786ac6c&ie=/sdarticle.pdf,,2015-06-10 21:44:14.089715,10.1016/S0378-4290(98)00167-1,
149,Lewandowski,2003,Delayed harvest of miscanthus--influences on biomass quantity and quality and environmental impacts of energy production,European Journal of Agronomy,19,45–63,https://dx.doi.org/10.1016/S1161-0301(02)00018-7,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6T67-45F93W6-2-B&_cdi=5023&_user=571676&_orig=search&_coverDate=02%2F28%2F2003&_sk=999809998&view=c&wchp=dGLbVzz-zSkWb&md5=b930e5c3d1375df361be355a7b9b7a55&ie=/sdarticle.pdf,,2015-06-10 21:44:14.089715,10.1016/S1161-0301(02)00018-7,
838,campbell,1998,An Introduction to Environmental Biophysics,"",,"","",https://ia700606.us.archive.org/18/items/AnIntroductionToEnvironmentalBiophysics/AnIntroductionToEnvironmentalBiophysics-GaylonS.CampbellJohnM.Norman.pdf,2015-06-30 22:25:40.609687,2015-06-30 22:25:40.609687,"",2
839,Anten,1999,Interspecific differences in above-ground growth patterns result in spatial and temporal partitioning of light among species in a tall-grass meadow,Journal of Ecology,87,583–597,http://onlinelibrary.wiley.com/enhanced/doi/10.1046/j.1365-2745.1999.00365.x,"",2015-06-30 22:42:51.569301,2015-06-30 22:42:51.569301,10.1046/j.1365-2745.1999.00365.x,2
291,Bausenwein,2001,Remobilized Old-Leaf Nitrogen Predominates for Spring Growth in Two Temperate Grasses,New Phytologist,152,283–290,http://onlinelibrary.wiley.com/doi/10.1046/j.0028-646X.2001.00262.x/full,http://onlinelibrary.wiley.com/doi/10.1046/j.0028-646X.2001.00262.x/pdf,2010-12-05 06:27:59,2010-12-05 06:27:59,10.1046/j.0028-646X.2001.00262.x,
292,Bazely,1989,"Leaf and shoot demography of an arctic stoloniferous grass, Puccinellia phryganodes, in response to grazing",The Journal of Ecology,77,811–822,http://www.jstor.org/stable/2260987,http://www.jstor.org/stable/pdfplus/2260987.pdf?acceptTC=true,2010-12-06 04:15:55,2010-12-06 04:15:55,10.2307/2260987,
296,Carlsson,1990,"Programmed Tiller Differentiation, Intraclonal Density Regulation and Nutrient Dynamics in Carex Bigelowii",Oikos,58,219–230,http://www.jstor.org/stable/3545429,http://www.jstor.org/stable/pdfplus/3545429.pdf?acceptTC=true,2010-12-12 05:25:50,2010-12-12 05:25:50,10.2307/3545429,
840,Miguez,2009,"A semimechanistic model predicting the growth and production of the bioenergy crop Miscanthus×giganteus: description, parameterization and validation",Global Change Biology Bioenergy,1,282–296,https://dx.doi.org/10.1111/j.1757-1707.2009.01019.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1757-1707.2009.01019.x/epdf,2015-07-01 20:04:20.5242,2015-07-01 20:04:20.5242,10.1111/j.1757-1707.2009.01019.x,2
332,Templer,2005,"Influence of Tree Species on Forest Nitrogen Retention in the Catskill Mountains, New York, USA",Ecosystems,8,1,http://www.springerlink.com/index/10.1007/s10021-004-0230-8,http://www.springerlink.com/index/10.1007/s10021-004-0230-8,2011-02-28 17:48:13,2011-02-28 17:48:13,10.1007/s10021-004-0230-8,
325,Inman-Bamber,2000,Efficient Use of Water Resources in Sugar Production: Optimising the Use of Limited Water under Supplementary Irrigation,Sugar Research & Development Corporation,0,"",http://trove.nla.gov.au/work/17762266,http://www.srdc.gov.au/ProjectReports/CTA018_Final_Report.pdf,2011-02-21 22:02:14,2013-08-01 20:27:25,"",
311,Landhausser,2001,Photosynthesis and carbon allocation of six boreal tree species grown in understory and open conditions,Tree Physiology,21,243–250,http://treephys.oxfordjournals.org/content/21/4/243.abstract,http://treephys.oxfordjournals.org/content/21/4/243.full.pdf+html,2011-01-27 16:09:31,2011-01-27 16:09:31,10.1093/treephys/21.4.243,
853,Bell,1978,Root growth in a polar semidesert environment,Canadian Journal of Botany,56,2470–2490,"","",2018-06-22 18:00:00.417532,2018-06-22 18:00:00.417532,10.1139/b78-299,287
339,Woo,2006,Photosynthetic Rates and Antioxidant Enzyme Activity of Platanus occidentalis Growing under Two Levels of Air Pollution along the Streets of Seoul,Joumal of Plant Biology,49,315–319,http://dx.doi.org/10.1007/BF03031162,http://www.springerlink.com/content/w13170j36181h1l2/fulltext.pdf,2011-03-04 16:22:17,2012-05-31 00:34:21,"",
381,Wang,2010,noval woody experiments,unpublished data,,"","","",2011-05-25 21:18:43,2014-01-28 21:15:23.068455,"",
365,Shaver,1979,The vertical distribution of live vascular phytomass in cottongrass tussock tundra,Arctic and Alpine Research,11,335–342,http://www.jstor.org/stable/1550421?origin=JSTOR-pdf,http://www.jstor.org/page/info/about/policies/terms.jsp,2011-04-19 11:48:50,2014-01-29 21:19:12.497135,10.2307/1550421,
852,Wang,2015,A physiological and biophysical model of coppice willow (Salix spp.) production yields for the contiguous USA in current and future climate scenarios,"Plant, Cell & Environment",38,9,http://onlinelibrary.wiley.com/doi/10.1111/pce.12556/full,https://github.com/ebimodeling/biocro/raw/master/documentation/publications/wang2015pbm.pdf,2017-06-13 17:17:50.141067,2017-06-13 17:17:50.141067,10.1111/pce.12556,2
399,Zeri,2011,Eddy Flux Data from Swtitchgrass field at EBI Energy Farm,"",,"","","",2011-06-06 18:56:49,2011-06-06 18:56:49,"",
415,Reich,1995,Different photosynthesis-nitrogen relations in deciduous hardwood and evergreen coniferous tree species,Oecologia,104,24–30,"","",2011-07-07 15:17:29,2011-07-07 15:17:29,10.1007/BF00365558,33
437,Oak Ridge Face,2008,Oak Ridge National Laboratory (ORNL) FACE,"",,"",http://public.ornl.gov/face/ORNL/npp_98-08.htm,"",2011-09-15 19:25:52,2011-09-15 19:25:52,"",6
439,Davidson,2011,The modeled effects of fire on carbon balance and vegetation abundance in Alaskan tundra,University of Illinois Master's Thesis,,"",https://www.ideals.illinois.edu/handle/2142/34234,https://www.ideals.illinois.edu/bitstream/handle/2142/34234/Davidson_Carl.pdf?sequence=1,2011-09-20 02:52:53,2013-09-13 03:41:11,"",18
444,"Dynes, Moore",2011,"",unpublished data,,"","","",2011-10-17 05:00:00,2011-10-17 05:00:00,"",18
446,Burton,2008,Adjustment of forest ecosystem root respiration as temperature warms.,Journal of Integrative Plant Biology,50,11,http://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2008.00750.x/full,http://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2008.00750.x/pdf,2011-10-19 22:37:10,2014-01-29 20:17:28.161259,10.1111/j.1744-7909.2008.00750.x,2
402,Onoda,2011,Global patterns of leaf mechanical properties,Ecology Letters,14,301–312,"",http://onlinelibrary.wiley.com/doi/10.1111/j.1461-0248.2010.01582.x/pdf,2011-06-08 19:02:41,2014-01-29 21:09:23.707266,10.1111/j.1461-0248.2010.01582.x,
451,Marin,2011,Parameterization and Evaulation of Predictions of DSSAT/CANEGROfor Brazilian Sugarcane,Agronomy Journal,103,304,https://www.agronomy.org/publications/aj/articles/103/2/304,"",2011-10-28 16:13:38,2011-10-28 16:13:38,10.2134/agronj2010.0302,53
428,Aasamaa,2010,"Biomass production, water use and photosynthesis of Salix clones grown in a wastewater purification system",Biomass and Bioenergy,34,897–905,http://linkinghub.elsevier.com/retrieve/pii/S0961953410000498,http://ac.els-cdn.com/S0961953410000498/1-s2.0-S0961953410000498-main.pdf?_tid=805d0872-89fc-11e3-acf5-00000aab0f27&acdnat=1391120513_edd032786f96745d6eb8196e0b3fb5ab,2011-07-13 19:46:00,2014-01-30 22:20:36.922501,10.1016/j.biombioe.2010.01.035,32
425,Agrell,2000,Effects of CO2 and light on tree phytochemistry and insect performance,Oikos,88,259–272,http://www.blackwell-synergy.com/links/doi/10.1034%2Fj.1600-0706.2000.880204.x,http://entomology.wisc.edu/~lindroth/PDFs/2000/Agrell%20et%20al%202000%20Oikos.pdf,2011-07-11 14:39:50,2014-01-30 22:42:15.489077,10.1034/j.1600-0706.2000.880204.x,33
465,Hale,2010,Notice of release of high fiber sugarcane variety Ho-02-113,The Sugar Bulletin,88,28,"","",2011-11-22 21:12:35,2014-01-30 21:35:29.266144,"",57
477,"Richter, Katie",2010,Unpublished Data,"",,"","","",2012-01-10 16:11:13,2012-01-10 16:11:13,"",2
490,Serbin,2011,Unpublished,Unpublished,,"","","",2012-04-05 17:19:35,2012-04-05 17:19:35,"",65
472,Zhang,2005,"Effects of soil temperature and elevated atmospheric CO2 concentration on gas exchange, in vivo carboxylation and chlorophyll fluorescence in jack pine and white birch seedlings.",Tree Physiology,25,523–531,http://www.ncbi.nlm.nih.gov/pubmed/15741153,"",2011-12-14 22:07:28,2014-01-30 20:12:38.945715,10.1093/treephys/25.5.523,45
455,Leme,1984,Estimativa da area foliar da cana-de-acucar e sua relacao com a produtividade [Saccharum officinarum],Cadernos PLANALSUCAR,2,3–9,"","",2011-11-01 20:14:09,2014-01-30 21:07:57.299734,"",53
520,Serbin,2012,"Spectroscopic determination of leaf morphological, nutritional and biochemical traits for northern temperate and boreal forest tree species",UNPUBLISHED (Target: Oecologia),,"","","",2012-06-03 17:48:47,2012-06-03 17:48:47,"",65
486,Desai,2005,"Comparing net ecosystem exchange of carbon dioxide between an old-growth and mature forest in the upper Midwest, USA",Agricultural and Forest Meteorology,128,33–55,http://www.sciencedirect.com/science/article/pii/S0168192304002369,"",2012-04-05 14:32:59,2014-01-30 21:22:43.672917,"",65
545,Thomas,2005,Morphological Tradeoffs of American Chestnut (Castanea dentata) and Co-occurring Hardwoods in Varying Nutrient and Light Regimes,"Masters dissertation, Miami University",,"","",https://ebi-forecast.igb.illinois.edu/redmine/attachments/303/Thomas_Dana_J.pdf,2012-06-08 19:06:06,2015-08-08 00:16:26.912718,"",61
544,Berry,1995,"from Dennis Baldocchi, personal communication with Joe Berry","",,"",https://ebi-forecast.igb.illinois.edu/redmine/attachments/download/179/stomatal_conductance_survey_-_stomata.csv,"",2012-06-08 15:19:13,2012-06-08 15:19:13,"",61
561,Serbin,2012,Expert prior,"",,"","","",2012-06-21 00:56:57,2012-06-21 00:56:57,"",65
542,Harley & Tenhunen,1991,Modeling the photosynthetic response of C 3 leaves to environmental factors,Modeling Crop Photosynthesis- From Biochemistry to Canopy,,17–39,"",https://mail-attachment.googleusercontent.com/attachment/?ui=2&ik=291126f301&view=att&th=137c8106cfc1a543&attid=0.1&disp=safe&realattid=f_h364e6c00&zw&saduie=AG9B_P9Ml6ZyOfrcW7t19miCHso_&sadet=1339097217943&sads=tf7E9wKN9TUrYDCxNsH8Yh7wdN0,2012-06-07 19:18:16,2012-06-07 19:30:40,"",61
