id,name,definition,created_at,updated_at,control,user_id
978,Turner,Control for Defoliation Experiment,2011-02-08 16:30:35,2011-02-08 16:56:27,t,
979,Abrpennsw,Sun and well watered,2011-02-09 17:09:39,2011-02-09 17:09:39,t,
980,Abrwissw,Sun and well watered,2011-02-09 17:10:24,2011-02-09 17:10:24,t,
981,Abrpennshaw,shade and well watered,2011-02-09 17:12:09,2011-02-09 17:12:09,f,
982,Abrwisshaw,shade and well watered,2011-02-09 17:12:52,2011-02-09 17:12:52,f,
983,Abrpennsudro,sun and drought,2011-02-09 17:14:04,2011-02-09 17:14:04,f,
984,Abrwissudro,sun and drought,2011-02-09 17:14:23,2011-02-09 17:14:23,f,
985,Abrpennshadro,Shade and drought,2011-02-09 17:15:25,2011-02-09 17:15:25,f,
986,Abrwisshadro,Shade and drought,2011-02-09 17:15:50,2011-02-09 17:15:50,f,
987,Nfert 10 mg L-1: Pfert 20 mg L-1,Experiment 1,2011-02-09 21:27:34,2011-02-09 22:16:46,f,
988,Nfert 100 mg L-1: Pfert 20 mg L-1,Experiment 1,2011-02-09 21:28:09,2011-02-09 22:16:51,f,
989,Nfert 250 mg L-1: Pfert 20 mg L-1,Experiment 1,2011-02-09 21:28:51,2011-02-09 22:16:59,f,
990,Nfert 10 mg L-1: Pfert 4 mg L-1,Experiment 1,2011-02-09 21:29:19,2011-04-13 19:56:18,t,
991,Nfert 10 mg L-1: Pfert 60 mg L-1,Experiment 1,2011-02-09 21:30:35,2011-02-09 22:17:18,f,
992,Nfert 10 mg L-1: Pfert 4 mg L-1,Experiment 2,2011-02-09 22:16:09,2011-04-13 19:56:25,t,
993,Nfert 250 mg L-1: Pfert 20 mg L-1,Experiment 2,2011-02-09 22:16:25,2011-02-09 22:16:25,f,
994,Control,Shaver1991 PBR,2011-02-13 05:40:54,2011-02-13 05:40:54,t,
999,Nfert/Napplication method/# of harvests,112/all at once/one,2011-02-16 20:44:01,2011-02-16 20:44:01,f,
998,"Chickasha - Control : 0 Nfert, 3 harvests","",2011-02-16 20:37:30,2015-03-04 18:27:02.059654,t,
1001,Chickasha - Nfert/HarvestFreq : 448 kg N ha-1 at once/one,"",2011-02-16 20:53:43,2015-03-04 18:27:40.314991,f,
1002,Chickasha - Nfert/HarvestFreq : 896 kg N ha-1 at once/one,"",2011-02-16 20:55:26,2015-03-04 18:27:55.229437,f,
106,harvest time mid-sept,"",,,f,
997,"Chickasha - Control : 0 Nfert, 2 harvests","",2011-02-16 20:37:04,2015-03-04 18:30:07.953982,t,
922,Observational,Initial characteristic,2010-12-23 05:26:10,2010-12-23 05:26:10,t,
928,Type of Shoot,Short Shoot,2011-01-10 17:16:51,2011-01-10 17:39:50,f,
940,Rainfall,Low Precipitation,2011-01-10 17:25:01,2011-01-10 17:25:01,f,
943,Plant Age,Juvenile Plants,2011-01-10 17:51:48,2011-01-10 17:51:48,f,
996,"Chickasha - Control : 0 Nfert, 1 harvest","",2011-02-16 20:32:36,2015-03-04 18:26:22.931361,t,
1019,observational,"",2011-02-16 21:46:04,2011-02-16 21:46:04,t,
1020,Observational,Miller1982 observation,2011-02-19 06:32:24,2011-02-19 06:32:24,t,
1021,Control,Control King1971CBE,2011-02-20 09:05:53,2011-02-20 09:05:53,t,
1022,Control,Control for Chapin III1979STN,2011-02-20 09:08:45,2011-02-20 09:08:45,t,
1023,Control,Control for Bazely1989 LSD,2011-02-20 09:10:24,2011-02-20 09:10:24,t,
1024,Control,Control for Bausenwein 2001 ROL,2011-02-20 09:18:30,2011-02-20 09:18:30,t,
1025,Addition of Nutrient Solution,"",2011-02-20 09:20:11,2011-02-20 09:20:11,f,
1026,CO2 Response,CO2 concentration was measured withLi-Cor 6262 infrared gas analyzer,2011-02-21 14:32:42,2011-03-01 00:05:33,t,
1027,Jacplant4,Planting Trees,2011-02-21 15:59:51,2011-02-21 16:26:53,t,
1028,Jacplant3,Planting,2011-02-21 16:18:25,2011-02-21 16:27:05,t,
1029,Jacplant1,Planting in site 1,2011-02-21 16:27:53,2011-02-21 16:27:53,t,
1030,Jacplant2,Planting in site 2,2011-02-21 16:28:20,2011-02-21 16:28:20,t,
1031,Temperature response,The air temperature inside the leaf cuvette was controlled by circulating a coolant of known temperature from a water bath through radiators,2011-02-21 16:38:39,2011-02-22 14:22:50,t,
1115,Undrained site A,"",2011-03-28 13:26:43,2011-03-28 13:26:43,t,
1032,Light Response,sample was exposed to PAR values from 0 to 1450 mmol m-2 s-1 in descending steps,2011-02-21 16:39:55,2011-03-01 00:06:07,t,
1033,Fertilization_N40,40 kg N ha-1,2011-02-21 20:15:35,2011-04-04 19:56:38,f,
1034,Nfert/Irrigation,40 kg N ha-1/300 mm,2011-02-21 20:17:24,2011-02-21 20:17:24,f,
1035,Nfert/Irrigation,40 kg N ha-1/500 mm,2011-02-21 20:17:44,2011-02-21 20:17:44,f,
1036,Nfert/Irrigation,40 kg N ha-1/750 mm,2011-02-21 20:18:11,2011-02-21 20:18:59,f,
1037,Nfert/Irrigation,40 kg N ha-1/850 mm,2011-02-21 20:18:49,2011-02-21 20:18:49,f,
1038,Fertilization_N120,120 kg N ha-1,2011-02-21 20:19:45,2011-04-04 19:56:22,f,
1039,Irrigation_300,300 mm,2011-02-21 20:20:09,2011-04-04 19:59:01,f,
1040,Irrigation_500,500 mm,2011-02-21 20:20:46,2011-04-04 19:59:10,f,
1041,Irrigation_750,750 mm,2011-02-21 20:21:09,2011-04-04 20:01:09,f,
1042,Irrigation_850,850 mm,2011-02-21 20:21:36,2011-04-04 20:01:38,f,
1043,High Density,4 plants / m2,2011-02-21 21:02:10,2012-03-28 16:55:06,t,
1045,high irrigation,minimal water stress,2011-02-21 22:11:38,2011-09-27 20:34:33,t,
1046,medium irrigation,"",2011-02-21 22:12:19,2011-02-21 22:12:19,f,
1047,low irrigation,"",2011-02-21 22:12:38,2011-02-21 22:12:38,f,
1048,rainfed,"",2011-02-21 22:12:54,2011-09-27 20:35:14,f,
1049,"Branch bag- Tree 1, lower canopy",Four large cuvettes were used to measure whole-branch CO2 and H2O vapor exchange,2011-02-22 15:18:25,2011-02-22 15:27:27,t,
1050,"Branch bag- Tree 1, upper canopy",Four large cuvettes were used to measure whole-branch CO2 and H2O vapor exchange,2011-02-22 15:27:59,2011-02-22 15:27:59,f,
1051,"Branch bag- Tree 2, upper canopy",Four large cuvettes were used to measure whole-branch CO2 and H2O vapor exchange,2011-02-22 15:28:19,2011-02-22 15:28:19,f,
1052,"Branch bag- Tree 2, lower canopy",Four large cuvettes were used to measure whole-branch CO2 and H2O vapor exchange,2011-02-22 15:28:31,2011-02-22 15:28:31,f,
1053,Bauerlewet,Control conditions- well watered,2011-02-22 17:26:22,2011-02-22 17:27:22,t,
1054,Bauerledry,Drought conditions,2011-02-22 17:26:57,2011-02-22 17:26:57,f,
1055,Gilbert,Control,2011-02-25 16:33:34,2011-02-25 16:33:34,t,
1056,Gilburn,Burn,2011-02-25 16:33:52,2011-02-25 16:33:52,f,
1057,July- Upper canopy branch bag,Four large cuvettes were used to measure whole-branch CO2 and H2O vapor exchange,2011-02-28 14:56:21,2011-02-28 14:56:21,t,
1058,July- Upper canopy branch bag,Four large cuvettes were used to measure whole-branch CO2 and H2O vapor exchange,2011-02-28 14:57:42,2011-02-28 14:57:42,t,
1059,July- Mid canopy branch bag,Four large cuvettes were used to measure whole-branch CO2 and H2O vapor exchange,2011-02-28 14:58:05,2011-03-01 15:52:24,t,
1060,July- Lower canopy branch bag,Four large cuvettes were used to measure whole-branch CO2 and H2O vapor exchange,2011-02-28 14:58:26,2011-03-01 15:52:32,t,
1061,October- Mid canopy branch bag,Four large cuvettes were used to measure whole-branch CO2 and H2O vapor exchange,2011-02-28 14:58:47,2011-03-01 15:52:42,t,
1062,Ambient,not fertilized,2011-02-28 17:56:36,2011-02-28 17:56:36,t,
1063,Fertilized,112.5 kg N/ha addition,2011-02-28 17:57:54,2011-02-28 17:57:54,f,
1064,Erdleaf,Leaf collection,2011-03-01 16:37:33,2011-03-01 16:37:33,t,
1065,Nikonl,Open North Long Shoots,2011-03-03 16:25:01,2011-03-03 16:25:01,t,
1066,Nikonl,Open North Long Shoots,2011-03-03 16:25:18,2011-03-03 16:25:18,t,
1067,Nikcnl,Closed North Long Shoots,2011-03-03 16:25:49,2011-03-03 16:25:49,t,
1068,Nikosl,Open South Long Shoots,2011-03-03 16:26:34,2011-03-03 16:26:34,t,
1069,Nikcsl,Closed South Long Shoots,2011-03-03 16:27:05,2011-03-03 16:27:05,t,
1070,Nikons,Open North Short Shoots,2011-03-03 16:27:47,2011-03-03 16:27:47,t,
1071,Nikcns,Closed North Short Shoots,2011-03-03 16:28:32,2011-03-03 16:28:32,t,
1072,Nikoss,Open South Short Shoots,2011-03-03 16:29:10,2011-03-03 16:29:10,t,
1073,Nikcss,Closed South Short Shoots,2011-03-03 16:30:11,2011-03-03 16:30:11,t,
1074,Abramplant,Seed collection and replanting,2011-03-03 17:22:21,2011-03-03 17:22:21,t,
1075,Observational,"",2011-03-03 17:50:32,2011-03-03 17:51:05,t,
1006,Chickasha - Nfert/HarvestFreq : 896 kg N ha-1 at once/two,"",2011-02-16 20:57:34,2015-03-04 18:56:18.231763,f,
1007,Chickasha - Nfert/HarvestFreq : 112 kg N ha-1 at once/three,"",2011-02-16 20:58:41,2015-03-04 18:55:56.982993,f,
1009,Chickasha - Nfert/HarvestFreq : 448 kg N ha-1 at once/three,"",2011-02-16 20:59:21,2015-03-04 18:32:54.276596,f,
1010,Chickasha - Nfert/HarvestFreq : 896 kg N ha-1 at once/three,"",2011-02-16 21:00:26,2015-03-04 18:33:42.535857,f,
1011,Chickasha - Nfert/HarvestFreq : 112 kg N ha-1 into halves/two,"",2011-02-16 21:02:23,2015-03-04 18:33:58.458632,f,
1012,Chickasha - Nfert/HarvestFreq : 224 kg N ha-1 into halves/two,"",2011-02-16 21:03:07,2015-03-04 18:34:13.794621,f,
1016,Chickasha - Nfert/HarvestFreq : 224 kg N ha-1 into thirds/three,"",2011-02-16 21:06:48,2015-03-04 18:36:08.934332,f,
1017,Chickasha - Nfert/HarvestFreq : 448 kg N ha-1 into thirds/three,"",2011-02-16 21:07:42,2015-03-04 18:36:51.429751,f,
1018,Chickasha - Nfert/HarvestFreq : 896 kg N ha-1 into thirds/three,"",2011-02-16 21:08:00,2015-03-04 18:37:06.291485,f,
1008,Chickasha - Nfert/HarvestFreq : 224 kg ha-1 at once/three,"",2011-02-16 20:59:03,2015-03-04 18:55:47.731493,f,
107,harvest time mid-oct,"",,,f,
1013,Chickasha - Nfert/HarvestFreq : 448 kg N ha-1 into halves/two,"",2011-02-16 21:03:47,2015-03-04 18:34:32.349343,f,
1014,Chickasha - Nfert/HarvestFreq : 896 kg N ha-1 into halves/two,"",2011-02-16 21:05:15,2015-03-04 18:35:41.629025,f,
1044,Low Density,1.8 plants / m2,2011-02-21 21:02:42,2012-03-28 16:54:54,f,
1076,FerdiMO-7,Treat O3 tolerant trees with O3,2011-03-07 15:22:25,2011-03-07 15:22:25,t,
1077,FerdiR-7,Treat O3 sensitive trees with O3,2011-03-07 15:22:58,2011-03-07 15:22:58,f,
1078,BauerleSRMean,Mean Growth Temp.,2011-03-07 15:59:03,2011-03-07 15:59:03,t,
1079,BauerleOGMean,OG Mean Temperature,2011-03-07 15:59:50,2011-03-07 15:59:50,t,
1080,BauerleSRT1,Treatment 1- Temp 33 Degrees C,2011-03-07 16:11:53,2011-03-07 16:11:53,f,
1081,BauerleOGT1,OG treatment 1- 33 degrees C,2011-03-07 16:12:36,2011-03-07 16:12:36,f,
1082,BauerleSRT2,SR treatment 2-38 degrees C,2011-03-07 16:13:20,2011-03-07 16:14:41,f,
1083,BauerleOGT2,OG treatment2- 38 degrees C,2011-03-07 16:13:55,2011-03-07 16:14:15,f,
1084,JeY,Yangje street (less polluted),2011-03-07 16:18:04,2011-03-07 16:18:04,t,
1085,JeJ,Jongno Street (More Polluted),2011-03-07 16:18:57,2011-03-07 16:18:57,t,
1086,Gotts8,8 % light transmittance,2011-03-08 17:07:58,2011-03-08 17:07:58,f,
1087,Gotts20,20% light transmittance,2011-03-08 17:08:18,2011-03-08 17:08:18,f,
1088,Gotts27,27 % light transmittance,2011-03-08 17:08:41,2011-03-08 17:08:41,f,
1089,Gotts37,375 light transmittance,2011-03-08 17:09:04,2011-03-08 17:09:04,f,
1090,Gotts45,45% light transmittance,2011-03-08 17:09:22,2011-03-08 17:09:22,f,
1091,Gotts57,57% light transmittance,2011-03-08 17:09:45,2011-03-08 17:09:45,f,
1092,Gotts70,70% light transmittance,2011-03-08 17:10:07,2011-03-08 17:10:07,f,
1093,Gotts94,94% light transmittance,2011-03-08 17:10:37,2011-03-08 17:10:37,t,
1095,TurnUU,Upper Catchment Upper Canopy,2011-03-10 16:42:10,2011-03-10 16:42:10,t,
1096,TurnLU,Lower Catchment Upper Canopy,2011-03-10 16:43:17,2011-03-10 16:43:17,t,
1097,TurnUM,Upper Catchment Middle Canopy,2011-03-10 16:43:50,2011-03-10 16:43:50,t,
1098,TurnLM,Lower Catchment Middle Canopy,2011-03-10 16:44:17,2011-03-10 16:44:17,t,
1099,TurnUL,Upper Catchment Lower Canopy,2011-03-10 16:44:59,2011-03-10 16:44:59,t,
1100,TurnLL,Lower Catchment Lower Canopy,2011-03-10 16:45:41,2011-03-10 16:45:41,t,
1101,Observational,observational,2011-03-14 14:07:25,2011-03-14 14:07:25,t,
1102,Observational,"",2011-03-14 14:40:47,2011-03-14 14:40:47,t,
1103,OJP,Old jack pine in SSA site,2011-03-14 14:55:43,2011-03-14 14:55:43,t,
1104,YJP,Young jack pine in SSA,2011-03-14 14:56:09,2011-03-14 14:56:09,t,
1105,OBS,Old black spruce in SSA,2011-03-14 14:56:38,2011-03-14 14:56:38,t,
1106,Full irrigation,"",2011-03-15 14:45:36,2011-09-27 20:34:48,t,
1107,Half irrigation,"",2011-03-15 14:46:00,2011-03-15 14:46:00,f,
1108,Half-early irrigation,"",2011-03-15 14:46:14,2011-03-15 14:46:14,f,
1109,Half-late irrigation,"",2011-03-15 14:46:29,2011-03-15 14:46:29,f,
1110,Quarter irrigation,"",2011-03-15 14:47:18,2011-03-15 14:47:18,f,
1111,Rainfed irrigation,"",2011-03-15 14:47:29,2011-09-27 20:35:23,f,
1112,defoliated,ChapinIII1980,2011-03-20 19:22:34,2011-03-20 19:23:49,f,
1113,non-defoliated,ChapinIII1980,2011-03-20 19:23:20,2011-03-20 19:23:20,t,
1114,Drained site A,"",2011-03-28 13:24:08,2011-03-28 13:26:26,t,
1116,Drained site B,"",2011-03-28 13:26:53,2011-03-28 13:26:53,t,
1117,Undrained site B,"",2011-03-28 13:27:08,2011-03-28 13:27:08,t,
1118,irrigated,"",2011-03-28 17:17:44,2011-03-28 17:21:44,t,
1119,high water deficiency,"",2011-03-28 17:18:34,2011-03-28 17:18:34,f,
1120,low water deficiency,"",2011-03-28 17:18:44,2011-03-28 17:18:44,f,
1121,elevated CO2 level,560 ppm,2011-03-28 19:23:11,2011-03-28 19:23:11,f,
1122,elevated CO2 level,565 ppm,2011-03-28 19:27:06,2011-03-28 19:27:06,f,
1123,elevated CO2 level,553-556 ppm,2011-03-28 19:31:08,2013-12-12 15:55:00,f,
1124,BauerleSRtemp1,25 degrees Celcius,2011-03-29 16:49:17,2011-03-30 15:15:12,t,
1125,BauerleSRtemp2,33 degrees Celcius,2011-03-29 16:49:44,2011-03-30 15:15:32,t,
1126,BauerleSRtemp3,38 degrees Celcius,2011-03-29 16:50:23,2011-03-30 15:16:30,t,
1127,BauerleOGtemp1,25 degrees Celcius,2011-03-30 15:17:47,2011-03-30 15:17:47,t,
1128,BauerleOGtemp2,33 degrees Celcius,2011-03-30 15:18:23,2011-03-30 15:18:23,t,
1129,BauerleSR,Planting,2011-03-30 15:18:43,2011-03-31 15:25:44,t,
1130,BaurleOG,planting,2011-03-31 15:24:01,2011-03-31 15:24:01,t,
1131,BauerleSR,planting,2011-03-31 15:24:19,2011-03-31 15:24:19,t,
1132,AllenControl,Control,2011-03-31 20:26:45,2011-03-31 20:26:45,t,
1133,AllenIrr,Irrigation,2011-03-31 20:27:00,2011-03-31 20:27:00,f,
1134,AllenFert,Fertilization,2011-03-31 20:27:19,2011-03-31 20:27:19,f,
1135,AllenIrrFert,Irrigation+Fertilization,2011-03-31 20:27:43,2011-03-31 20:27:43,f,
1137,Fertilization_N200,200 kg N ha-1,2011-04-04 19:47:52,2011-04-04 19:47:52,f,
1138,Fertilization_N300,300 kg N ha-1,2011-04-04 19:49:01,2011-04-04 19:49:01,f,
1143,1981 Study 0.5 plants m-2,"",2011-04-04 21:21:26,2015-08-11 16:32:22.571123,t,
1145,Thinned,"",2011-04-06 20:22:29,2011-04-06 20:24:00,f,
1147,MorecroftControl,Observe SLA and Nitrogen Concentrations,2011-04-08 20:34:02,2011-04-08 20:34:02,t,
1148,Observational,"",2011-04-11 21:31:50,2011-04-11 21:31:50,t,
1149,Observational,"",2011-04-11 21:41:02,2011-04-11 21:41:02,t,
1150,Observational,"",2011-04-11 21:51:34,2011-04-11 21:51:34,t,
1151,Plant Age_4,"",2011-04-11 21:58:06,2011-04-11 21:58:06,f,
1152,Plant Age_6,"",2011-04-11 21:58:15,2011-04-11 21:58:15,f,
1153,Plant Age_8,"",2011-04-11 21:58:29,2011-04-11 21:58:29,f,
1154,Plant Age_13,"",2011-04-11 21:58:37,2011-04-11 21:58:37,f,
1155,OT5dRyang,Ozone treatment day 5,2011-04-12 16:27:16,2011-04-12 16:27:16,f,
1156,OT10dRyang,Ozone treatment day 10,2011-04-12 16:27:52,2011-04-12 16:27:52,f,
1157,OT15dRyang,Ozone treatment day 15,2011-04-12 16:28:27,2011-04-12 16:28:27,f,
1158,Control5Ryang,Control day 5,2011-04-12 16:29:38,2011-04-12 16:29:38,t,
1159,Control10Ryang,Control day 10,2011-04-12 16:29:54,2011-04-12 16:29:54,t,
1160,Control15Ryang,Control day 15,2011-04-12 16:30:12,2011-04-12 16:30:12,t,
1161,PapanastasiFam,Family Plants,2011-04-13 14:47:47,2011-04-13 14:47:47,t,
1162,PapanastasiClones,Cloned plants,2011-04-13 14:48:13,2011-04-13 14:48:13,f,
1163,observational,"",2011-04-13 15:00:13,2011-04-13 15:00:13,t,
1164,ShahbaTemp33,Temperature at 33 degrees C,2011-04-13 15:53:41,2011-04-13 15:53:41,t,
1165,ShahbaTemp38,Temperature at 38 degrees C,2011-04-13 15:54:09,2011-04-13 15:54:09,t,
1140,1981 Study 2 plants m-2 + Irr,"",2011-04-04 21:20:00,2015-08-11 16:32:03.267145,f,
1142,1981 Study 1 plant m-2 + Irr,"",2011-04-04 21:21:07,2015-08-11 16:32:10.834765,f,
1141,1981 Study 1 plant m-2,"",2011-04-04 21:20:49,2015-08-11 16:32:14.018949,t,
1136,Cultivars,Comparison across cultivars,2011-04-04 17:29:53,2016-05-06 19:14:13.955005,t,
1144,1981 Study 0.5 plants m-2 + Irr,"",2011-04-04 21:21:48,2015-08-11 16:31:37.612129,f,
1166,ShahbaTemp25,Temperature at 25 degrees C,2011-04-13 15:54:31,2011-04-13 15:54:31,t,
1167,LabrecqueT0sandyC1,Control on sandy site first cycle,2011-04-14 17:19:23,2011-08-30 16:07:58,t,
1168,LabrecqueT1sandyC1,Fertilized on sandy site first cycle,2011-04-14 17:20:03,2011-08-30 16:46:58,f,
1169,LabrecqueT0clayeyC1,Control on clayey site first cycle,2011-04-14 17:21:16,2011-08-30 16:47:24,t,
1170,LabrecqueT1clayeyC1,Fertilized on clayey site first cycle,2011-04-14 17:21:50,2011-08-30 16:47:41,f,
1172,Observational,observational Chapin 1980SMN,2011-04-19 10:04:01,2011-04-19 10:04:01,t,
1173,Observational,observational Chapin 1980SMN,2011-04-19 10:13:30,2011-04-19 10:13:30,t,
1174,Observational,Observational Shaver1979,2011-04-19 11:58:23,2011-04-19 11:58:23,t,
1175,North,"",2011-04-19 15:27:07,2011-04-19 15:27:07,t,
1176,South,"",2011-04-19 15:27:13,2011-04-19 15:27:13,t,
1177,Ambient CO2,"",2011-04-20 17:52:54,2011-04-20 17:52:54,t,
1181,observational,"",2011-05-03 16:47:16,2011-05-03 16:47:16,t,
1182,HWHN,"Watered daily, 80 ppm N",2011-05-05 14:57:33,2011-05-05 14:59:55,t,
1183,HWLN,"Watered daily, 20 ppm N",2011-05-05 15:00:22,2011-05-05 15:00:32,f,
1184,LWHN,"Watered at leaf wilting, 80 ppm N",2011-05-05 15:01:06,2011-05-05 15:01:06,f,
1185,LWLN,"Watered at leaf wilting, 20 ppm N",2011-05-05 15:01:43,2011-05-05 15:01:43,f,
1188,Observational,Ambient Sullivan2005 WCS,2011-05-18 18:44:40,2011-05-18 18:44:40,t,
1189,warming chamber,maintain near-natural transmittance of visible wavelengths and low transmittance of reradiated infrared wavelengths,2011-05-18 18:49:08,2011-05-18 18:49:08,f,
1191,70 Pa & 15 C,atmospheric CO2 partial pressure and Soil temperature,2011-05-20 19:48:06,2011-05-20 19:48:06,f,
1192,70 Pa & 25 C,atmospheric CO2 partial pressure and Soil temperature,2011-05-20 19:48:20,2011-05-20 19:48:20,f,
1193,35 Pa & 5 C,atmospheric CO2 partial pressure and Soil temperature,2011-05-20 19:49:01,2011-05-20 19:49:01,f,
1194,35 Pa & 15 C,atmospheric CO2 partial pressure and Soil temperature,2011-05-20 19:49:14,2011-05-20 20:52:30,t,
1195,35 Pa & 25 C,atmospheric CO2 partial pressure and Soil temperature,2011-05-20 19:49:26,2011-05-20 19:49:26,f,
1196,Observational,"",2011-05-21 22:51:54,2011-05-21 22:51:54,t,
1197,Observational,"",2011-05-23 16:49:11,2011-05-23 16:49:11,t,
1198,Observational - Burton (1996),None,2011-05-23 17:49:33,2011-05-23 17:49:45,t,
1199,Control,"",2011-05-23 20:06:27,2011-05-23 20:06:27,t,
1200,Short Term NP,"Plots subjected to fertilizer treatments (N, nitrogen; P, phosphorus) for a shorter time",2011-05-23 20:07:26,2011-05-23 20:07:26,f,
1201,Long-Term NP,"Plots subjected to fertilizer treatments (N, nitrogen; P, phosphorus) for 15 and 16 years, respectively, beginning in 1989",2011-05-23 20:07:55,2011-05-23 20:07:55,f,
1202,2 Irrigation,Sampling 2 m above the point of addition of water on slope,2011-05-23 21:24:04,2011-05-24 17:59:33,t,
1281,"Cluster 4, no treatment","SA2, S. eriocephala",2011-06-29 21:57:42,2011-06-29 21:57:42,t,32
1179,Treatment 1,Double Row: 75-125cm,2011-04-29 14:48:53,2015-04-22 16:43:33.798523,t,
1180,Treatment 2,Double Row: 75-125 cm,2011-04-29 14:49:19,2015-04-22 16:53:11.882333,t,
1208,-2 Irrigation,Sampling 2 m below the point of addition of water on slope,2011-05-24 18:01:17,2011-05-24 18:03:19,f,
1210,-6 Irrigation,Sampling 6 m below the point of addition of water on slope,2011-05-24 18:03:03,2011-05-24 18:03:32,f,
1217,Observational,"",2011-05-25 19:09:04,2011-05-25 19:09:04,t,
1218,29000 ppm CO2,"",2011-05-25 19:46:23,2011-05-25 19:46:23,f,
1219,44000 ppm CO2,"",2011-05-25 19:46:56,2011-05-25 19:46:56,f,
1220,observational,"",2011-05-25 21:29:21,2011-05-25 21:29:21,t,
1221,WG,Soil from long-term wiregrass patches,2011-05-25 22:30:44,2011-05-25 22:30:44,f,
1222,KS (Soil from tallgrass prairie in Kansas ),6.8 kg of dry soil was added to a PVC pot and subsequently brought to 31% volumetric water content with DI water,2011-05-25 22:31:04,2011-05-26 16:34:57,t,
1224,Observational,No experimental treatment,2011-05-26 18:12:00,2011-05-26 18:26:34,t,
1225,Observational,No Treatment,2011-05-26 19:15:22,2011-05-26 19:15:22,t,
1226,Obervational/Sun leaves,"",2011-05-26 19:46:33,2011-05-26 19:46:33,t,
1227,Observational/ Shade leaves,"",2011-05-26 20:48:03,2011-05-26 20:48:03,,
1228,Observational,No Treatment,2011-05-27 14:34:27,2011-05-27 14:34:27,t,
1229,Observational,No Treatment,2011-05-27 15:16:38,2011-05-27 15:16:38,t,
1230,Light Level 1,4% irradiance,2011-05-27 16:17:17,2011-05-27 16:26:36,,
1231,Light Level 2,12% Irradiance,2011-05-27 16:27:58,2011-05-27 16:27:58,f,
1232,Light Level 3,32% Irradiance,2011-05-27 16:30:42,2011-05-27 16:30:42,f,
1233,Light Level 4,100% Irradiance,2011-05-27 16:32:58,2011-05-27 16:32:58,f,
1234,Sand Diluted Soil,Low Nitrogen (58 micrograms/gram),2011-05-27 16:53:13,2011-05-27 16:53:13,f,
1235,Observational-Unaltered Soil,Medium Nitrogen 96 micrograms/gram,2011-05-27 17:24:51,2011-05-27 17:25:21,t,
1236,Fertilized Soil,High Nitrogen (172 micrograms/gram),2011-05-27 17:49:24,2011-05-27 17:49:24,f,
1237,Observational,No Treatment,2011-05-27 18:10:52,2011-05-27 18:10:52,t,
1238,Observational,No treatment,2011-05-27 19:05:17,2011-05-27 19:05:17,,
1239,Observational,No treatment,2011-05-27 19:39:39,2011-05-27 19:39:39,,
1187,CO2_360ppm,CO2 level is 360 ppm,2011-05-18 17:25:48,2011-05-18 17:25:48,t,
1204,0 C soil temperature,Root and Soil at 0 C,2011-05-24 16:34:50,2011-05-24 16:34:50,f,
1190,70 Pa & 5 C,atmospheric CO2 partial pressure and Soil temperature,2011-05-20 19:47:23,2011-05-20 19:47:23,f,
1240,Observational,"",2011-05-27 22:04:25,2011-05-27 22:04:25,t,
1241,Observational,"",2011-05-28 20:22:35,2011-05-28 20:22:35,t,
1242,Observational - Cox (1975),None,2011-06-01 15:21:40,2011-06-01 15:22:02,t,
1243,Observational,Unfertilized,2011-06-01 21:13:06,2011-06-01 21:16:56,,
1244,CO2 Treatment 1,"371 cm'* m""-'",2011-06-02 14:12:11,2012-02-24 20:57:44,t,
1245,CO2 Treatment 2,493 cm' m-',2011-06-02 14:12:46,2011-06-02 14:12:46,f,
1246,CO2 Treament 3,787 cm' m-' (Ambient),2011-06-02 14:13:19,2011-06-02 14:13:19,t,
1247,Observational,No Treatment,2011-06-02 14:47:21,2011-06-02 14:47:21,t,
1248,Burn,"",2011-06-02 14:47:34,2011-06-02 14:47:34,f,
1249,Thin,"",2011-06-02 14:47:49,2011-06-02 14:47:49,,
1250,Thin and Burn,"",2011-06-02 14:48:07,2011-06-02 14:48:07,f,
1251,Establishment,Year 0,2011-06-02 20:30:10,2011-06-02 20:30:10,t,
1252,Observational,No Treatment,2011-06-02 21:14:16,2011-06-02 21:14:16,t,
1294,1 Year Cutting Cycle,Fertilized and chemical weed control,2011-07-05 15:59:53,2015-04-23 05:29:43.122278,t,32
1254,"No nitrogen, ambient CO2","",2011-06-07 15:35:30,2011-10-04 22:28:31,t,
1255,Observational,No experimental treatment,2011-06-07 18:28:45,2011-06-07 18:28:45,t,
1256,CO2s,soil CO2 level,2011-06-15 19:26:27,2011-06-15 19:26:27,t,28
1329,Observational,No experimental treatment,2011-07-08 21:02:35,2011-07-08 21:02:35,t,33
1257,Flooding,O consumption rates of excised root tip sections after two diffrent periods of treatment,2011-06-20 17:07:54,2011-06-20 17:08:16,f,28
1259,Flooding + Sealed,O consumption rates of excised root tip sections after two diffrent periods of treatment,2011-06-20 17:09:12,2011-06-20 17:09:12,f,28
1260,Control,O consumtion of excised root tips from red maple and river birch,2011-06-20 20:05:47,2011-06-20 20:05:47,t,28
1261,gassed,O consumtion of excised root tips from red maple and river birch,2011-06-20 20:06:22,2011-06-20 20:06:22,f,28
1262,Flooding,O consumtion of excised root tips from red maple and river birch,2011-06-20 20:06:48,2011-06-20 20:06:48,f,28
1263,Gassed + Flooding,O consumtion of excised root tips from red maple and river birch,2011-06-20 20:07:33,2011-06-20 20:07:33,f,28
